kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,kategori_usia,jumlah_korban,tahun
3273,KOTA BANDUNG,PEREMPUAN,0-5,13,2019
3273,KOTA BANDUNG,PEREMPUAN,13-17,33,2019
3273,KOTA BANDUNG,PEREMPUAN,18-24,26,2019
3273,KOTA BANDUNG,PEREMPUAN,25-44,83,2019
3273,KOTA BANDUNG,PEREMPUAN,45-59,15,2019
3273,KOTA BANDUNG,PEREMPUAN,6-12,26,2019
3273,KOTA BANDUNG,PEREMPUAN,60+,1,2019
3273,KOTA BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3274,KOTA CIREBON,LAKI-LAKI,0-5,0,2019
3274,KOTA CIREBON,LAKI-LAKI,13-17,1,2019
3274,KOTA CIREBON,LAKI-LAKI,18-24,0,2019
3274,KOTA CIREBON,LAKI-LAKI,25-44,0,2019
3274,KOTA CIREBON,LAKI-LAKI,45-59,0,2019
3274,KOTA CIREBON,LAKI-LAKI,6-12,1,2019
3274,KOTA CIREBON,LAKI-LAKI,60+,0,2019
3274,KOTA CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3274,KOTA CIREBON,PEREMPUAN,0-5,0,2019
3274,KOTA CIREBON,PEREMPUAN,13-17,2,2019
3274,KOTA CIREBON,PEREMPUAN,18-24,0,2019
3274,KOTA CIREBON,PEREMPUAN,25-44,0,2019
3274,KOTA CIREBON,PEREMPUAN,45-59,1,2019
3274,KOTA CIREBON,PEREMPUAN,6-12,0,2019
3274,KOTA CIREBON,PEREMPUAN,60+,0,2019
3274,KOTA CIREBON,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3275,KOTA BEKASI,LAKI-LAKI,0-5,0,2019
3275,KOTA BEKASI,LAKI-LAKI,13-17,0,2019
3275,KOTA BEKASI,LAKI-LAKI,18-24,0,2019
3275,KOTA BEKASI,LAKI-LAKI,25-44,0,2019
3275,KOTA BEKASI,LAKI-LAKI,45-59,0,2019
3275,KOTA BEKASI,LAKI-LAKI,6-12,0,2019
3275,KOTA BEKASI,LAKI-LAKI,60+,0,2019
3275,KOTA BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3275,KOTA BEKASI,PEREMPUAN,0-5,0,2019
3275,KOTA BEKASI,PEREMPUAN,13-17,0,2019
3275,KOTA BEKASI,PEREMPUAN,18-24,1,2019
3275,KOTA BEKASI,PEREMPUAN,25-44,0,2019
3275,KOTA BEKASI,PEREMPUAN,45-59,0,2019
3275,KOTA BEKASI,PEREMPUAN,6-12,1,2019
3275,KOTA BEKASI,PEREMPUAN,60+,0,2019
3275,KOTA BEKASI,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3276,KOTA DEPOK,LAKI-LAKI,0-5,2,2019
3276,KOTA DEPOK,LAKI-LAKI,13-17,3,2019
3276,KOTA DEPOK,LAKI-LAKI,18-24,0,2019
3276,KOTA DEPOK,LAKI-LAKI,25-44,0,2019
3276,KOTA DEPOK,LAKI-LAKI,45-59,0,2019
3276,KOTA DEPOK,LAKI-LAKI,6-12,1,2019
3276,KOTA DEPOK,LAKI-LAKI,60+,0,2019
3276,KOTA DEPOK,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3276,KOTA DEPOK,PEREMPUAN,0-5,4,2019
3276,KOTA DEPOK,PEREMPUAN,13-17,1,2019
3276,KOTA DEPOK,PEREMPUAN,18-24,1,2019
3276,KOTA DEPOK,PEREMPUAN,25-44,7,2019
3276,KOTA DEPOK,PEREMPUAN,45-59,5,2019
3276,KOTA DEPOK,PEREMPUAN,6-12,10,2019
3276,KOTA DEPOK,PEREMPUAN,60+,2,2019
3276,KOTA DEPOK,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,0-5,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,13-17,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,18-24,1,2019
3277,KOTA CIMAHI,LAKI-LAKI,25-44,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,45-59,1,2019
3277,KOTA CIMAHI,LAKI-LAKI,6-12,2,2019
3277,KOTA CIMAHI,LAKI-LAKI,60+,0,2019
3277,KOTA CIMAHI,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3277,KOTA CIMAHI,PEREMPUAN,0-5,0,2019
3277,KOTA CIMAHI,PEREMPUAN,13-17,4,2019
3277,KOTA CIMAHI,PEREMPUAN,18-24,1,2019
3277,KOTA CIMAHI,PEREMPUAN,25-44,0,2019
3277,KOTA CIMAHI,PEREMPUAN,45-59,2,2019
3277,KOTA CIMAHI,PEREMPUAN,6-12,1,2019
3277,KOTA CIMAHI,PEREMPUAN,60+,0,2019
3277,KOTA CIMAHI,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,0-5,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,13-17,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,18-24,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,25-44,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,45-59,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,6-12,4,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,60+,0,2019
3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,0-5,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,13-17,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,18-24,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,25-44,2,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,45-59,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,6-12,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,60+,0,2019
3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3279,KOTA BANJAR,LAKI-LAKI,0-5,0,2019
3279,KOTA BANJAR,LAKI-LAKI,13-17,0,2019
3279,KOTA BANJAR,LAKI-LAKI,18-24,0,2019
3279,KOTA BANJAR,LAKI-LAKI,25-44,0,2019
3279,KOTA BANJAR,LAKI-LAKI,45-59,0,2019
3279,KOTA BANJAR,LAKI-LAKI,6-12,0,2019
3279,KOTA BANJAR,LAKI-LAKI,60+,0,2019
3279,KOTA BANJAR,LAKI-LAKI,TIDAK DIKETAHUI,0,2019
3279,KOTA BANJAR,PEREMPUAN,0-5,0,2019
3279,KOTA BANJAR,PEREMPUAN,13-17,0,2019
3279,KOTA BANJAR,PEREMPUAN,18-24,0,2019
3279,KOTA BANJAR,PEREMPUAN,25-44,0,2019
3279,KOTA BANJAR,PEREMPUAN,45-59,1,2019
3279,KOTA BANJAR,PEREMPUAN,6-12,0,2019
3279,KOTA BANJAR,PEREMPUAN,60+,0,2019
3279,KOTA BANJAR,PEREMPUAN,TIDAK DIKETAHUI,0,2019
3201,KABUPATEN BOGOR,LAKI-LAKI,0-5,1,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,13-17,4,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,18-24,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,25-44,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,45-59,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,6-12,2,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,60+,0,2020
3201,KABUPATEN BOGOR,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3201,KABUPATEN BOGOR,PEREMPUAN,0-5,0,2020
3201,KABUPATEN BOGOR,PEREMPUAN,13-17,3,2020
3201,KABUPATEN BOGOR,PEREMPUAN,18-24,1,2020
3201,KABUPATEN BOGOR,PEREMPUAN,25-44,6,2020
3201,KABUPATEN BOGOR,PEREMPUAN,45-59,2,2020
3201,KABUPATEN BOGOR,PEREMPUAN,6-12,0,2020
3201,KABUPATEN BOGOR,PEREMPUAN,60+,0,2020
3201,KABUPATEN BOGOR,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,0-5,2,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,13-17,40,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,18-24,1,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,25-44,0,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,45-59,0,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,6-12,7,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,60+,0,2020
3202,KABUPATEN SUKABUMI,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,0-5,5,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,13-17,49,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,18-24,8,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,25-44,37,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,45-59,1,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,6-12,30,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,60+,0,2020
3202,KABUPATEN SUKABUMI,PEREMPUAN,TIDAK DIKETAHUI,4,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,0-5,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,13-17,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,18-24,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,25-44,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,45-59,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,6-12,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,60+,0,2020
3203,KABUPATEN CIANJUR,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,0-5,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,13-17,1,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,18-24,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,25-44,1,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,45-59,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,6-12,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,60+,0,2020
3203,KABUPATEN CIANJUR,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,0-5,2,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,13-17,9,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,18-24,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,25-44,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,45-59,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,6-12,14,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,60+,0,2020
3204,KABUPATEN BANDUNG,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,0-5,13,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,13-17,13,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,18-24,11,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,25-44,27,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,45-59,10,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,6-12,22,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,60+,0,2020
3204,KABUPATEN BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,0-5,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,13-17,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,18-24,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,25-44,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,45-59,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,6-12,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,60+,0,2020
3205,KABUPATEN GARUT,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,0-5,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,13-17,3,2020
3205,KABUPATEN GARUT,PEREMPUAN,18-24,2,2020
3205,KABUPATEN GARUT,PEREMPUAN,25-44,4,2020
3205,KABUPATEN GARUT,PEREMPUAN,45-59,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,6-12,2,2020
3205,KABUPATEN GARUT,PEREMPUAN,60+,0,2020
3205,KABUPATEN GARUT,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,0-5,3,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,13-17,4,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,18-24,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,25-44,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,45-59,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,6-12,7,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,60+,0,2020
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,0-5,7,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,13-17,19,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,18-24,4,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,25-44,0,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,45-59,0,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,6-12,15,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,60+,0,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,0-5,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,13-17,1,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,18-24,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,25-44,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,45-59,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,6-12,3,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,60+,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,0-5,3,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,13-17,7,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,18-24,2,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,25-44,1,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,45-59,1,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,6-12,3,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,60+,0,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,0-5,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,13-17,4,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,18-24,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,25-44,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,45-59,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,6-12,1,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,60+,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,0-5,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,13-17,2,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,18-24,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,25-44,1,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,45-59,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,6-12,3,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,60+,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,0-5,5,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,13-17,6,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,18-24,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,25-44,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,45-59,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,6-12,5,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,60+,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3209,KABUPATEN CIREBON,PEREMPUAN,0-5,7,2020
3209,KABUPATEN CIREBON,PEREMPUAN,13-17,14,2020
3209,KABUPATEN CIREBON,PEREMPUAN,18-24,4,2020
3209,KABUPATEN CIREBON,PEREMPUAN,25-44,14,2020
3209,KABUPATEN CIREBON,PEREMPUAN,45-59,0,2020
3209,KABUPATEN CIREBON,PEREMPUAN,6-12,7,2020
3209,KABUPATEN CIREBON,PEREMPUAN,60+,1,2020
3209,KABUPATEN CIREBON,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,0-5,1,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,13-17,1,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,18-24,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,25-44,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,45-59,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,6-12,1,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,60+,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,0-5,0,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,13-17,10,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,18-24,3,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,25-44,2,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,45-59,0,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,6-12,7,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,60+,0,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,0-5,3,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,13-17,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,18-24,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,25-44,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,45-59,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,6-12,1,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,60+,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,0-5,0,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,13-17,5,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,18-24,1,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,25-44,3,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,45-59,2,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,6-12,4,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,60+,0,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,0-5,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,13-17,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,18-24,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,25-44,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,45-59,1,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,6-12,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,60+,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,0-5,0,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,13-17,5,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,18-24,5,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,25-44,2,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,45-59,1,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,6-12,5,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,60+,0,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,0-5,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,13-17,6,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,18-24,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,25-44,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,45-59,1,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,6-12,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,60+,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3213,KABUPATEN SUBANG,PEREMPUAN,0-5,0,2020
3213,KABUPATEN SUBANG,PEREMPUAN,13-17,11,2020
3213,KABUPATEN SUBANG,PEREMPUAN,18-24,1,2020
3213,KABUPATEN SUBANG,PEREMPUAN,25-44,8,2020
3213,KABUPATEN SUBANG,PEREMPUAN,45-59,1,2020
3213,KABUPATEN SUBANG,PEREMPUAN,6-12,1,2020
3213,KABUPATEN SUBANG,PEREMPUAN,60+,0,2020
3213,KABUPATEN SUBANG,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,0-5,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,13-17,3,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,18-24,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,25-44,1,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,45-59,3,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,6-12,1,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,60+,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,0-5,2,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,13-17,6,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,18-24,1,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,25-44,16,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,45-59,6,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,6-12,3,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,60+,2,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,0-5,1,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,13-17,4,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,18-24,0,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,25-44,1,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,45-59,1,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,6-12,4,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,60+,0,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,0-5,2,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,13-17,6,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,18-24,9,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,25-44,15,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,45-59,3,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,6-12,5,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,60+,0,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,0-5,2,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,13-17,9,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,18-24,1,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,25-44,1,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,45-59,0,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,6-12,7,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,60+,0,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3216,KABUPATEN BEKASI,PEREMPUAN,0-5,8,2020
3216,KABUPATEN BEKASI,PEREMPUAN,13-17,28,2020
3216,KABUPATEN BEKASI,PEREMPUAN,18-24,16,2020
3216,KABUPATEN BEKASI,PEREMPUAN,25-44,32,2020
3216,KABUPATEN BEKASI,PEREMPUAN,45-59,8,2020
3216,KABUPATEN BEKASI,PEREMPUAN,6-12,14,2020
3216,KABUPATEN BEKASI,PEREMPUAN,60+,1,2020
3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,0-5,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,13-17,4,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,18-24,1,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,25-44,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,45-59,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,6-12,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,60+,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,0-5,3,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,13-17,12,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,18-24,1,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,25-44,4,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,45-59,0,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,6-12,1,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,60+,0,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,0-5,4,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,13-17,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,18-24,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,25-44,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,45-59,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,6-12,20,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,60+,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
